file,entities
3078,"['Villaverde (LOC)', 'M-40 (LOC)', 'Uffff (LOC)', 'ADIF (ORG)', 'Moncloa (LOC)', 'Rivas (LOC)', 'a-42 A-6 (PER)', 'Buenos días (LOC)', 'Vallecas (LOC)', 'legazpi (PER)', 'Villaviciosa Suroeste (LOC)', 'Carabanchel (LOC)', 'conde casal (PER)', 'M-30 M-40 (LOC)', 'pío (PER)', 'Usera (LOC)', 'Campo Naciones (LOC)', 'M-30 (LOC)', 'Pozuelo Alarcón (LOC)', 'Autobus (LOC)', 'A-2 (PER)', 'M40 (LOC)', 'San Blas (LOC)', 'Usted (PER)', 'Mostoles (LOC)', 'Moratalaz (LOC)', 'Hortaleza (LOC)', 'Mostoles (ORG)', 'Vicalvaro (LOC)', 'Canillejas (LOC)', 'manoteras chamartin ramón cajal norte (LOC)', 'Santa Eugenia Ensanche Vallecas Campo Naciones (LOC)', 'Arturo Soria (PER)', 'Vivimos (LOC)', 'Calle Torrelaguna (LOC)', 'A-3 (LOC)', 'Coslada Chamartín (LOC)', 'Rozas Mirasierra (PER)', 'Mejorada Campo (LOC)', 'Av América (LOC)', 'Coslada (LOC)', 'm40 (PER)', 'Moraleja (LOC)', 'M30 (LOC)', 'Meter autobuses M30 M40 (LOC)', 'nueva york (LOC)', 'm45 m50 (PER)', 'm30 (PER)', 'Urbanizaciones Race (ORG)', 'Villaverde Casa Campo (LOC)', 'Madrid (LOC)', 'Fuenlabrada (LOC)', 'Getafe (LOC)']"
3165,"['Puerta Toledo (LOC)', 'Ines Sabanes (PER)', 'modificaras (PER)', 'Gracias (PER)', 'alemania (LOC)', 'Ayuntamiento (LOC)', 'Cubosde (LOC)', 'Metro (LOC)', 'Ojiplático (PER)', 'Hola (LOC)', 'Considerala (PER)', 'Exacto (ORG)', 'Madrid (LOC)', 'Nueva York (LOC)', 'Isabanes (LOC)', 'Pensando (PER)']"
3481,"['Bajarías (PER)', 'Matiza (PER)', 'Sorpresa (PER)']"
3587,[]
3905,"['itv (ORG)', 'Votado (LOC)', 'Tierno Galván (PER)', 'Db (ORG)', 'Aluche (LOC)']"
417,"['Iglesia (ORG)', 'Teléfonos (ORG)', 'hiciste jejeje (PER)', 'Grecia (LOC)', 'Medio Ambiente (LOC)', 'Ministerio Industria (LOC)', 'Palacio (LOC)', 'comi Madrid (LOC)', 'Ayuntamiento 092 Policía Local (LOC)', 'Llame Vodafone (ORG)', 'IES San Isidro (LOC)', 'OCDE (ORG)', 'Oxfam Intermon (ORG)', 'Ayuntamiento (LOC)', 'Solo (PER)', 'Muchísimas (PER)', 'Bomberos (LOC)', 'Apoyo (PER)', 'Pido (PER)', 'Sammur (LOC)', 'metro Batán (LOC)', 'Europa (LOC)', 'Gracias (PER)', 'Apoyad (LOC)', 'España (LOC)', 'Mayor (PER)', 'Madrid (LOC)', 'Comunidad Madrid (LOC)', 'Madrid Gracias! (ORG)', 'Ayuntamiento (PER)', 'Policia Nacional (LOC)']"
4293,"['Mónica (PER)', 'ordenais (LOC)', 'Europa (LOC)', 'Francia (LOC)', 'metro Madrid (LOC)', 'España (LOC)', 'Finlandia (LOC)', 'Gracias: https: //decide (LOC)', 'Bozal (PER)', 'Alemania (LOC)', 'Perdón (PER)', 'Madrid (LOC)', 'Ufffff (LOC)']"
4541,"['Censo Municipal (PER)', 'Administración (ORG)', 'Remarco (PER)', 'qye (ORG)', 'Juan Carlos I (PER)', 'Saludos Alberto (PER)', 'dadle difusión (PER)', 'Buenos días (LOC)', 'Etólogos (LOC)', 'Buenos días Bil (LOC)', 'Retiro (LOC)', 'millan (PER)', 'Gracias Alberto (PER)', 'Valoro (LOC)', 'Bill (PER)', 'Universidad (ORG)', 'Ningúna (LOC)', 'Espero (LOC)', 'Lola (PER)', 'Simplificaría (LOC)', 'Pilates (PER)', 'Eva Perón (PER)', 'multipliques (PER)', 'Ayuntamiento (LOC)', 'Ulises (PER)', 'Ayuntamiento ofrezca bienvenido Diversos (LOC)', 'Contribuyendo (ORG)', 'cj Creo (PER)', 'Umezza (PER)', 'María (PER)', 'censé registré perro Ayuntamiento (PER)', 'Gracias (PER)', 'España (LOC)', 'Hola Umezza (PER)', 'N (PER)', 'Madrid (LOC)']"
494,"['Brigada (ORG)', 'Mira (LOC)', 'Berlín (LOC)', 'Camina Barrios Salamanca (LOC)', 'Malasaña (LOC)', 'Lugares (LOC)', 'Debería (PER)', 'Carabanchel (LOC)', 'Etc (LOC)', 'Gracias Fran (PER)', 'Castilla (LOC)', 'Sugiero (LOC)', 'Necesitamos (LOC)', 'Harlem (LOC)', 'echaseis (PER)', 'Grafitis (LOC)', 'Capital (LOC)', 'Graffitis Firmas Bandas callejeras? (ORG)', 'Disuadir (PER)', 'Muchachos (LOC)', 'Gracias Antonio (PER)', 'Madrid (LOC)', 'Nueva York (LOC)', 'Europa (LOC)', 'pille guarreando (PER)', 'cuest (LOC)', 'Soho (LOC)', 'Votado. (LOC)', 'Camina Centro (LOC)', 'Londres (LOC)', 'Vigilancia (LOC)', 'París (LOC)', 'Voto (PER)', 'Málaga (LOC)', 'Votad (LOC)', 'David Lynch (PER)', 'Centro (LOC)', 'Comunidad Madrid (LOC)']"
50,"['Paseo Castellana (LOC)', 'Mira (LOC)', 'Prefiero (PER)', 'Plan (ORG)', 'Lógico (LOC)', 'Rivas (LOC)', 'Cbici (PER)', 'PSOE IU UPyD. (ORG)', 'Castellana Ir (LOC)', 'San Vicente (LOC)', 'Barcelona (LOC)', 'Grecia (LOC)', 'san martin vega (LOC)', 'Legazpi (LOC)', 'Medio Ambiente (LOC)', 'Pº Castellana (LOC)', 'Miedo (LOC)', 'M. Gandhi (PER)', 'Centro (LOC)', 'Vía (LOC)', 'Carril bicicleta Castellana (PER)', 'Cifuentes (PER)', 'Paseo Prado (LOC)', 'Castellana (PER)', 'Modesto Lafuente Ponzano (PER)', 'Cibeles-plaza Colón (LOC)', 'Impactó (PER)', 'san vicente carriles (PER)', 'Cristina Cifuentes (PER)', 'BCN (LOC)', 'Saludos (LOC)', 'Ricardos garcía noblejas (PER)', 'Ciudadanos (ORG)', 'Alonso Cano (PER)', 'Santiago Chile (LOC)', 'San Martín Vega (LOC)', 'Castellana (LOC)', 'Joaquín Costa Pza Castilla (LOC)', 'Quitar (LOC)', 'OCDE (ORG)', 'Oxfam Intermon (ORG)', 'Ayuntamiento Madrid (LOC)', 'Ayuntamiento (LOC)', 'Plaza España (LOC)', 'Enviáremos Ayuntamiento (LOC)', 'Insisto (LOC)', 'civilación (LOC)', 'Apoyo (PER)', 'San Vicente (PER)', 'Madrid Gracias (ORG)', 'Resto (LOC)', 'EnbiciporMadrid (ORG)', 'san vicente (LOC)', 'Quise (PER)', 'Recoletos (LOC)', 'Explicame (PER)', 'Europa (LOC)', 'Burgos (LOC)', 'España (LOC)', 'paseo Prado (LOC)', 'Colon plaza Castilla (LOC)', 'Barrio Letras (LOC)', 'Cbici (LOC)', 'Intento (ORG)', 'Madrid (LOC)', 'Saca (PER)', 'Hola Sergio (PER)']"
507,"['Espinillo (LOC)', 'Replanificar (LOC)', 'Vallecas (LOC)', 'Chamartín (LOC)', 'Gavia (LOC)', 'Carabanchel (LOC)', 'Rosales (LOC)', 'Abroñigal (LOC)', 'M40 (LOC)', 'Atocha (LOC)', 'replanificación (LOC)', 'Butarque San Cristóbal Ángeles (LOC)', 'Unid (ORG)', 'Castellana (LOC)', 'Cerro Tio Pio Puente Vallecas (LOC)', 'Azca (LOC)', 'Méndez (PER)', 'Entrevías (PER)', 'Méndez Álvaro (LOC)', 'zona rica (LOC)', 'Gracias (PER)', 'Sur Madrid (LOC)', 'Mendez Álvaro (PER)', 'Sur Autobuses (LOC)', 'Villaverde Bajo (LOC)', 'M30 (LOC)', 'Madrid (LOC)', 'gente quda (PER)']"
61,"['España (LOC)', 'Fomento (LOC)', 'Ayuntamientos Madrid (ORG)', 'Mundo (LOC)', 'Reino Unido (LOC)', 'Fomento (ORG)', 'Veras (LOC)', 'Ministerio (LOC)', 'Ayuntamiento Madrid (LOC)', 'M40 (LOC)', 'Madrid (LOC)', 'Pozuelo (LOC)']"
615,"['Avda. Poblados (LOC)', 'M-40 (LOC)', 'Tamién (PER)', 'Mira (LOC)', 'Jesús (PER)', 'Bicis (PER)', 'Multamos (LOC)', 'Generalizas (PER)', 'Sanchinarro (LOC)', 'Alemania (LOC)', 'Taxis (ORG)', 'alberto contador (PER)', 'Si vas acera acojona (LOC)', 'Multar (LOC)', 'salta semáforo (LOC)', 'Concienciarnos (LOC)', 'Stop (ORG)', 'Ubers (ORG)', 'Van casco (PER)', 'van P. M. (PER)', 'Ir (LOC)', 'Efuerzo (PER)', 'Amsterdan (LOC)', 'ue (ORG)', 'salta semáforo (PER)', 'Copenhague Amsterdam (LOC)', 'Mira majo (PER)', 'América (LOC)', 'Psicotecnico (LOC)', 'Srjuan (PER)', 'Castellana (LOC)', 'Holanda Irlanda (LOC)', 'Difundir (PER)', 'váis (PER)', 'Voy (PER)', 'Ayuntamiento (LOC)', 'Falló (PER)', 'calle Reyes (LOC)', 'Andar (PER)', 'Arturo Soria (PER)', 'Ciudad Madrid (LOC)', 'po (PER)', 'suda (LOC)', 'dgt (ORG)', 'Avda Extremadura (LOC)', 'stop respetar peaton (LOC)', 'Pondria (PER)', 'BICIMADRID (ORG)', 'BICIMADRID (LOC)', 'Perdon (LOC)', 'últimanente (PER)', 'Europa (LOC)', 'Irlanda (LOC)', 'Valencia (LOC)', 'España (LOC)', 'Segundo (PER)', 'París (LOC)', 'paso cebra rojo (LOC)', 'Ceda (ORG)', 'Van (LOC)', 'Bélgica (LOC)', 'usted Nines466 (PER)', 'Madrid (LOC)', 'India (LOC)', 'Persigamos (LOC)', 'Madrid Río (LOC)']"
629,"['Carmena (PER)', 'calle Palma (LOC)', 'Berlín (LOC)', 'Japon (LOC)', 'Vota (LOC)', 'Ningúna (PER)', 'Deberíamos (LOC)', 'dadle difusión (PER)', 'Vallecas (LOC)', 'Grecia (LOC)', 'Roma (LOC)', 'M. Gandhi (PER)', 'Echarle (PER)', 'Carabanchel (LOC)', 'Oporto (LOC)', 'Usera (LOC)', 'Parque Santa Maria (LOC)', 'Ensucias (PER)', 'Perdón (PER)', 'Falta (LOC)', 'Dafo (LOC)', 'Saludos (LOC)', 'Puente Vallecas (LOC)', 'OCDE (ORG)', 'Oxfam Intermon (ORG)', 'National Gallery (LOC)', 'Salamanca (LOC)', 'Voy (PER)', 'Ayuntamiento Madrid (LOC)', 'Botellón (LOC)', 'civilación (LOC)', 'Hola (LOC)', 'Apoyo (PER)', 'Santiago Lopez (PER)', 'SER (ORG)', 'Nueva York (LOC)', 'Tetuán (LOC)', 'Ciudad Lineal (LOC)', 'Carmena Dimisión (PER)', 'Bellas Vistas (LOC)', 'Europa (LOC)', 'Votado. (LOC)', 'España (LOC)', 'Londres (LOC)', 'Colillas (LOC)', 'París (LOC)', 'Mayor (PER)', 'calle Mayor (LOC)', 'Madrid (LOC)', 'Madrid Gracias! (ORG)', 'Barrio Concepción (LOC)', 'Usera Carabanchel Arganzuela (LOC)']"
6931,"['Mira (LOC)', 'Moraleja (LOC)', 'Casa Consistorial (LOC)', 'Europa (LOC)', 'Súmele (LOC)', 'Vale (ORG)', 'Eleçige (LOC)', 'Perdona Carlos (PER)', 'Sabes (PER)', 'Ministerio Interior (LOC)', 'Democracia Real (ORG)', '¿Sostienes cito (ORG)', 'Madrid (LOC)', 'Vuelvo (PER)', 'Centro Nacional Inteligencia (LOC)', 'Comunidad Madrid (ORG)']"
7,"['Villaverde (LOC)', 'Carmena (PER)', 'Villa Vallecas (LOC)', 'García Miranda (PER)', 'Malasaña (PER)', 'Puerta Sol (LOC)', 'Carola IV (PER)', 'dadle difusión (PER)', 'Rober (PER)', 'Vallecas Villa (PER)', 'Barrios (PER)', 'Vallecas (LOC)', 'San Blas (PER)', 'Grecia (LOC)', 'Retiro (LOC)', 'Espítu Santo Manuela Malasaña (LOC)', 'Diego Manchado Distrito Puente Vallecas (PER)', 'Carabanchel (LOC)', 'mc donals (PER)', 'Carabanchel (PER)', 'Usera (LOC)', 'puente Vallecas (LOC)', 'usera (LOC)', 'Marta g (PER)', 'Espero (LOC)', 'Vivo Vallecas (LOC)', 'Señora Carmena (PER)', 'Atocha (LOC)', 'Botella (PER)', 'Puente Vallecas (LOC)', 'Arganzuela (LOC)', 'Vivo puente Pau (LOC)', 'Santa María (LOC)', 'Hortaleza (LOC)', 'Barrio San Pascual (LOC)', 'Eduquense (PER)', 'OCDE (ORG)', 'Oxfam Intermon (ORG)', 'Ayuntamiento (LOC)', 'Votado (PER)', 'Madrid (LOC)', 'apoyad (PER)', 'vallecas (LOC)', 'Pau cuadrilla (PER)', 'Asamblea Madrid (ORG)', 'Justo Madrid (PER)', 'Buenos días tod@s (LOC)', 'Atentamente (LOC)', 'Ciudad Zero Basuras (LOC)', 'Europa (LOC)', 'España (LOC)', 'Sra. Botella (PER)', 'Carlos III (PER)', 'Concepción (LOC)', 'Antonio López (PER)', 'Londres (LOC)', 'Cúmplanlo (LOC)', 'Consistorio (PER)', 'Tokyo (LOC)', 'San Isidro (PER)', 'José Garrido (PER)', 'Valdebernardo (LOC)', 'veas lio montao ERTES (PER)', 'Centro (LOC)', 'Sra. Carmena Sra. Sabanés (PER)', 'Estimada Sra. Alcaldesa (PER)', 'Ayuntamiento (PER)', 'Carmena Dimisión (PER)']"
72,"['Ud. (PER)', 'Francia (LOC)', 'Claro Cristina (PER)', 'Rere (LOC)', 'Corte Inglés (ORG)', '¿Hace multinacional? (ORG)', 'Ayuntamiento (LOC)', 'Yupis (PER)', 'opino yoo yupiiiii (PER)', 'Madrid (LOC)', 'Repetida (LOC)', 'CCEE Dir (ORG)', 'Madrid Gracias (ORG)', 'Na (LOC)', 'Saludos (LOC)']"
7382,"['Distrito (LOC)', 'Tomar Callejero (PER)', 'Distrito Municipal Clave Calle (LOC)', 'Distrito Postal (LOC)', 'Distrito Municipal (LOC)', 'Disculpeme (PER)', 'nasa (ORG)', 'Islas Hébridas (LOC)', 'Madrid (LOC)', 'Callejero (LOC)', 'Señora Consolación (LOC)', 'calle aa 0002 (LOC)']"
7482,"['Fuencarral Distrito Fuencarral (LOC)', 'Bravo Murillo (LOC)', 'Iglesia (ORG)', 'Localización (LOC)', 'Pº General Martínez Campos (LOC)', 'Fuencarral (LOC)', 'Tribunal (ORG)', 'Metro l1 Iglesia (LOC)', 'Paco Lucía (PER)', 'Estación Metro l1 Iglesia Pintor (LOC)', 'Pº Cisne (PER)', 'Casa-Museo Pintor Sorolla (PER)', 'Estadio Atlético (ORG)', 'Distrito Chamberí (LOC)', 'Quevedo (PER)', 'Sorolla Madrid (LOC)', 'Veis (PER)', 'biblioteca Central Madrid (LOC)', 'Plaza (LOC)', 'Cea Bermúdez (LOC)', 'Metro Madrid (LOC)', 'Tribunal puerta Tribunal Cuentas (ORG)', 'molino Quevedo (PER)', 'Avenida Filipinas (LOC)', 'Pº Obelisco Pº Eduardo Dato (LOC)', 'Metro (LOC)', 'Glorieta Pintor Sorolla (LOC)', 'Avenida Islas Filipinas (LOC)', 'Trafalgar Almagro (LOC)', 'Reforzará (LOC)', 'Guzmán Bueno (LOC)', 'Odios (PER)', 'Chamberí (LOC)', 'Glorieta Quevedo (PER)', 'Jajajaja (PER)', 'glorieta (PER)', 'estatua Quevedo (PER)', 'Pablo Iglesias (PER)', 'Gregorio Marañon Ruben Dario (PER)', 'Voto (PER)', 'Islas Filipinas (LOC)', 'Metropolitano (LOC)', 'Santa Engracia Eloy Gonzalo (LOC)', 'Madrid (LOC)']"
7488,"['Ibiza (LOC)', 'España (LOC)', 'Votado (LOC)', 'Londres (LOC)', 'Dar (LOC)', 'Libertad (LOC)', 'Continuación (LOC)', 'Aluche (LOC)', 'Ana Botella (PER)', 'Ah cierto (PER)', 'Señores (PER)', 'Madrid (LOC)']"
7633,"['Van (PER)', 'Gracias (PER)']"
8188,"['Debería (PER)', 'Europa (LOC)', 'Jrcomposer (PER)', 'Europeos (LOC)', 'España (LOC)', 'OCDE (ORG)', 'Red Carril Bici (ORG)', 'Porq (LOC)', 'Oxfam Intermon (ORG)', 'Calzada (LOC)', 'Nivelazo (PER)', 'Calramente (PER)', 'Carriles (PER)', 'Metro (LOC)', 'Respetarnos (LOC)', 'Apoyo (PER)', 'Grecia (LOC)', 'Madrid (LOC)']"
8253,"['Hortaleza (LOC)', 'Universidad (ORG)', 'Segundo (PER)', 'chirríos (LOC)', 'Madrid (LOC)']"
86,"['David (PER)', 'Ayuntamiento Zaragoza (LOC)', 'Buenos días (LOC)', 'Grecia (LOC)', 'tán sencilllo (PER)', 'Medio Ambiente (LOC)', 'bricks (PER)', 'Joaquín Costa (PER)', 'Benicassim (LOC)', 'Claro (PER)', 'QEn Pais Vasco (LOC)', 'Cuidemos Madrid (ORG)', 'Mercado Mostenses (LOC)', 'Puente Vallecas (LOC)', 'Montijo (LOC)', 'Moratalaz (LOC)', 'Acercarlo (LOC)', 'OCDE (ORG)', 'Oxfam Intermon (ORG)', 'Gijón (LOC)', 'Ayuntamiento (LOC)', 'Cuidar Madrid (ORG)', 'Apoyo (PER)', 'Madrid (LOC)', 'Hola (LOC)', 'Europa (LOC)', 'España (LOC)', 'Centro (LOC)']"
8640,"['Abono Deporte Madrid (ORG)', 'Hola (LOC)', 'van hijas Juanle (PER)']"
878,"['Carmena (PER)', 'Be/8rd5ih_ReJ4 (LOC)', 'Madrid Capital (LOC)', 'Barcelona (LOC)', 'Comunidad Madrid (ORG)', 'CES (ORG)', 'Dionisio Ridruejo (PER)', 'Ïtalia (LOC)', 'Moratalaz (LOC)', 'Asamblea Madrid (ORG)', 'Cardona Molins Rei (LOC)', 'España (LOC)', 'Hola Patricia (LOC)', 'Hola Patricia (PER)', 'MIra (LOC)', 'u1wSN1isBy8 (ORG)', 'Madrid (LOC)', 'Comunidad Madrid (LOC)', 'Urge (LOC)', 'GRacias Patricia (PER)']"
879,"['Europa (LOC)', 'Berlín (LOC)', 'España (LOC)', 'Habia (PER)', 'Ciudad (LOC)', 'Cadaqués Girona (LOC)', 'Fomentaría (PER)', 'Ambientologa (PER)', 'Alemania (LOC)', 'Ecoembes (ORG)', 'Sistema Depósito (LOC)', 'Marquesado Cuenca (LOC)', 'Alemanes (LOC)', 'Madrid (LOC)', 'di (LOC)', 'SER (ORG)', 'Unidad Reciclaje Móvil (ORG)']"
89,"['Europa (LOC)', 'Gracias (PER)', 'Votado. (LOC)', 'Com (LOC)', 'España (LOC)', 'OCDE (ORG)', 'Oxfam Intermon (ORG)', 'Ayer (PER)', 'Apoyo (PER)', 'Hola (LOC)', 'Eva (PER)', 'Barcelona (LOC)', 'Grecia (LOC)', 'Apoyad (PER)']"
900,"['multaria despediria (PER)', 'Carmena (PER)', 'Constitución (LOC)', 'laaaaaaaargo (LOC)', 'España (LOC)', 'Barcelona Comú (ORG)', 'penalizarían (PER)', 'Desconozco (PER)', 'TV Banco (ORG)', 'Gravar (PER)', 'Barcelona (LOC)', 'ibi (PER)', 'Multar (LOC)', 'Santander (LOC)']"
965,"['Conferencia Episcopal (ORG)', 'Universidades? (ORG)', 'Vale (ORG)', 'Iglesia (ORG)', 'Santa Sede España (LOC)', 'Ibi (LOC)', 'Mn (LOC)', 'UGT (ORG)', 'Sindicatos (ORG)', 'Concordato (ORG)', 'Medio Ambiente (LOC)', 'César Leante (PER)', 'testigos jehova (ORG)', 'Nk (LOC)', 'Aprovecho (PER)', 'Hola (ORG)', 'Digo (LOC)', 'Sociedad Administraciones Publicas (ORG)', 'Iglesia Caritas (ORG)', 'Baste (PER)', 'opino (PER)', 'Claro (PER)', 'Todas Madrid (PER)', 'COPE (ORG)', 'Pablo Iglesias Ferrol (PER)', 'Santa Sede (LOC)', 'Puente Vallecas (LOC)', 'Wanda (PER)', 'Beatriz (PER)', 'Vaya (LOC)', '¿La Iglesia? (ORG)', 'Ayuntamiento (LOC)', 'Santa Sede 1976 (LOC)', 'Ayuntamiento Madrid (LOC)', 'CCOO (ORG)', 'Patrimonio Sindical Acumulado (ORG)', 'Hola (LOC)', 'aaa minusvalidos (ORG)', 'Apoyo (PER)', 'Sindicato (ORG)', '¿Sabes (PER)', 'Cáritas (ORG)', 'Financiación Caritas (ORG)', 'Ramón Maynou (PER)', 'Gasto Manos Unidas (ORG)', 'Católica (LOC)', 'Aznar (PER)', 'museo Prado Reina (LOC)', 'Constitución (LOC)', 'catedral Almudena (LOC)', 'Gracias (PER)', 'Rouco (PER)', 'IC (ORG)', 'Iglesia Católica paga Impuesto Bienes Inmuebles (ORG)', 'París (LOC)', 'Papa (PER)', 'alegro (LOC)', 'iman (PER)', 'Rouco Varela (PER)', 'jose carreras (PER)', 'Iglesia Ctólica l (ORG)', 'Lafargue (PER)', 'Ah (PER)', 'Prefiero (PER)', 'Iglesia Católica paga Impuesto Bienes Inmuebles. (ORG)', 'miguelon (PER)', 'iglesia (ORG)', 'Alemania (LOC)', 'Latina Calle Calatrava (LOC)', 'page (ORG)', 'Hacienda (PER)', 'Kj (LOC)', 'Opus Dei (ORG)', 'Debería (PER)', 'Vaticano España (LOC)', 'Palacio (LOC)', 'Mezquitas (LOC)', 'Dios Spaguetti (PER)', 'Reyes Magos (PER)', 'Continuación (LOC)', 'Ahorran Estado (LOC)', 'Caritas Iglesia (ORG)', 'Ole (PER)', 'Ayuntamiento Iglesia (ORG)', 'Ley Mecenazgo (LOC)', 'Monseñor Renzo Fratini (PER)', 'Urugay (LOC)', 'Vaticano Ley Financiación (LOC)', 'Asociación Fundación. (ORG)', 'Gracias (LOC)', 'eeee jejehe (PER)', 'Cañada Real (LOC)', 'Solo (PER)', 'Manos Limpias (ORG)', 'Institución resistencia (ORG)', 'Noruega (LOC)', 'Cruz Roja Española (ORG)', 'British Museum (LOC)', 'Ahorran (ORG)', 'Disculpe (PER)', 'Gerardo (PER)', 'Asociación Empresarios (ORG)', 'Manos Unidas (ORG)', 'Seguridad Social (ORG)', 'Médicos Fronteras (ORG)', 'catedral Toledo (LOC)', 'Sente (PER)', 'Gobierno (LOC)', 'Iglesia Católica? (ORG)', 'Iglesia Iglesias (ORG)', 'Vaticano (LOC)', 'Madrid (LOC)', 'Gasto Cáritas (ORG)', 'Italia (LOC)', 'Mira (LOC)', '¿Solo (PER)', 'PP (ORG)', 'Louvre (LOC)', 'foro Caritas (ORG)', 'Asociación (ORG)', 'CEOE (ORG)', 'Caritas (ORG)', 'Estimada (LOC)', 'Seguro Jesús (PER)', 'Jiji (LOC)', 'Ávila (LOC)', 'Transmisiones (PER)', 'Opino (PER)', 'Pedro Rouco (PER)', 'Nuncio Papa (PER)', 'Sofía Madrid (PER)', 'Ningúna (LOC)', 'bonita utopía (PER)', 'Catedral Toledo (LOC)', 'ibi (ORG)', 'IBI Embajadas Consulados (ORG)', 'Disculpe (LOC)', 'UGT CCOO (ORG)', 'Catedral Granada (LOC)', 'IES San Isidro (LOC)', 'Hospital Seguridad Social Doce Octubre (LOC)', 'Argentina (LOC)', 'Quijotes (PER)', 'Zinterestalar (PER)', 'Sindicatos? (ORG)', 'Iglesia sindicatos do ls (ORG)', 'AEAT (ORG)', 'Cáritas iglesia católica (ORG)', 'Deberías (PER)', 'Iglesia Católica (ORG)', 'Igual Iglesia (ORG)', 'Correcto (ORG)', 'Partidos (ORG)', 'Ley (LOC)', 'Museos (LOC)', 'Presidente (PER)', 'España (LOC)', 'Parlamanto (PER)', 'Nuncio (PER)', 'Saldríamos (LOC)', 'Injusto (PER)', 'diré rico (ORG)', 'Concordato (PER)', 'Masedu (PER)', 'Madrid Sin-Techo (LOC)', 'Ayuntamiento (PER)', 'Ley Financiación (PER)', 'Jajaja (PER)', 'Iglesia-Estado (LOC)', 'Presupuestos (PER)', 'Iglesia Catolica (ORG)', 'Desconozco (PER)', 'jvlag (PER)', 'Ningúna (PER)', 'Vallecas (LOC)', 'Manipulación (LOC)', 'Magreb (LOC)', 'Santa (LOC)', 'Iglesia gescartera (ORG)', 'Entrando (PER)', 'Mezquita Cordoba (LOC)', 'Pues Arifumi (PER)', 'Bien Iglesia (ORG)', 'Universidades (LOC)', 'Usted (PER)', 'PP PSOE (ORG)', 'Manos Limpias CSIF CNT CoBas (ORG)', 'Museo Pergamo (LOC)', 'Leer (PER)', 'Marx (PER)', 'Gobierno (ORG)', 'Antonio María Rouco Varela (PER)', 'Plusvalías (PER)', 'Berlín Metropolitan ny (LOC)', 'Franco (PER)', 'Conseguireis (LOC)', 'Patrimonio (LOC)', 'Católica (ORG)', 'Órdenes Congregaciones religiosas Institutos (LOC)', 'Institución (ORG)', 'Veras (PER)', 'Mezquitas Iglesias Anglicanas (PER)', 'ONGs (ORG)', 'Nunciatura Apostólica (LOC)', 'Ciudadanos PSOE (ORG)', 'CNT (ORG)', 'Ortodoxas (PER)', '¿Por Iglesia (ORG)', 'Estado (LOC)', 'Asociación Podemos Vallecas (ORG)', 'Datos:1 (ORG)']"
